timestamp,version,changeset,user,uid,building,name,type,id,addr:city,addr:housenumber,addr:postcode,addr:province,addr:street,leisure,sport,building:shape,height,man_made,source,tourism,tower:type,amenity,denomination,religion,landuse,building:levels,opening_hours,office,shop,healthcare,craft,direction,public_transport,railway,wheelchair,phone,operator,website,old_name,wikipedia,aeroway,dispensing,drive_through,year_of_construction,building_2,atm,building_1,levels,description,level,capacity,cuisine,delivery,outdoor_seating,smoking,takeaway,addr:unit,second_hand,government,clothes,healthcare:speciality,beauty,social_facility,social_facility:for,service:vehicle:batteries,service:vehicle:brakes,service:vehicle:car_repair,service:vehicle:diagnostics,service:vehicle:inspectio,service:vehicle:tires,service:vehicle:wheels,service:vehicle:windshields,service:vehicle:painting,service:vehicle:car_service,service:vehicle:repair,service:vehicle:tint,animal_boarding,service:vehicle:alignment,service:vehicle:oil_change,service:vehicle:rebuild,service:vehicle:windshield,service:vehicle:standard_service,service:vehicle:tune,service:vehicle:a/c_recharge,service:vehicle:body_paint,service:vehicle:polishing,service:vehicle:wheel_repair,service:vehicle:window_tinting,service:vehicle:diesel_repair,service:vehicle:transmission,product,internet_access,service:vehicle:repairs,place,access,entrance,attraction,zoo
2017-11-12T23:58:56Z,1,53726269,robzh,6971576,yes,Braithwaite Boyle Centre,multipolygon,relation/7729009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-18T22:37:35Z,2,53912672,ktken,7009149,yes,,,way/19471610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-18T22:12:21Z,3,53912354,ktken,7009149,yes,Calgary Foothills Soccer Performance Center,,way/19471706,Calgary,3916,T2C 2B5,Alberta,56 Avenue SE,fitness_centre,soccer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-14T17:22:20Z,2,53777635,abDoug,3789884,yes,,,way/19798373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-16T21:54:39Z,9,53856731,HoneyHickory,6961915,yes,Calgary Tower,,way/25719793,Calgary,101,T2P 1J9,AB,9 Avenue SE,,,tower,191,tower,local knowledge,attraction,observation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-12T16:07:47Z,2,53716821,abDoug,3789884,yes,Church of Jesus Christ of Latter-day Saints,,way/27749381,,155,,,Panamount Boulevard NW,,,,,,,,,place_of_worship,mormon,christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-11T16:26:02Z,3,53694612,abDoug,3789884,yes,,,way/32765712,,,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-16T22:15:16Z,4,53857237,HoneyHickory,6961915,yes,,,way/37830225,,,,,,,,,,,local knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-16T21:26:54Z,5,53855939,HoneyHickory,6961915,yes,Opulence Centre,,way/62239741,,,,,,,,,,,Yahoo;local knowledge,,,,,,retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-16T21:31:29Z,7,53856098,HoneyHickory,6961915,yes,,,way/80118602,Calgary,108,T2G 0B7,Alberta,3rd Avenue,,,,,,local knowledge;google,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-16T22:22:22Z,5,53857381,HoneyHickory,6961915,yes,,,way/95770071,,,,,,,,,,,Yahoo;google,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-16T22:18:36Z,7,53857301,HoneyHickory,6961915,yes,Bow Valley Square 2,,way/100406163,Calgary,205,T2P 2V7,AB,5 Avenue SW,,,,143,,Yahoo,,,,,,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-16T21:52:47Z,3,53856689,HoneyHickory,6961915,yes,Fifth and Fifth Building,,way/127717964,Calgary,505,T2P 0L6,AB,5 Avenue SW,,,,140,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-16T22:00:38Z,4,53856864,HoneyHickory,6961915,yes,Andrew Davison Building,,way/127943968,Calgary,133,T2G 0G2,Alberta,6 Avenue SE,,,,,,local knowledge;streetlevel imagery,,,,,,,,Mo-Fr 6:00-17:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-15T22:04:57Z,5,53821371,HoneyHickory,6961915,yes,,,way/127943978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-15T22:04:55Z,2,53821371,HoneyHickory,6961915,yes,,,way/161623608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-14T04:38:30Z,4,53760139,ivanmarcus,6946282,yes,Agrium Inc.,,way/169120155,Calgary,13131,T2J 7E5,Alberta,Lake Fraser Drive SE,,,,,,,,,,,,,,,Agriculture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-16T22:26:57Z,4,53857488,HoneyHickory,6961915,yes,Hudson's Block,,way/169776774,Calgary,102,T2P 1B3,Alberta,8 Avenue SW,,,,,,local knowledge,,,,,,,,Mo-Su 10:00-22:00,,mall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-15T22:04:59Z,3,53821371,HoneyHickory,6961915,yes,Norman Block,,way/169777205,Calgary,128,T2P 0W5,Alberta,8 Avenue SW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-16T21:53:26Z,5,53856703,HoneyHickory,6961915,yes,Clarence Block,,way/169777207,Calgary,120,T2P 1B3,Alberta,8 Avenue SW,,,,,,google,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-16T22:02:16Z,4,53856901,HoneyHickory,6961915,yes,Hudson's Bay Company,,way/169778138,Calgary,200,T2P 1B7,Alberta,8 Avenue SW;Stephen Avenue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-15T18:14:47Z,3,53811902,abDoug,3789884,yes,,,way/169917426,,110,,,Quarry Park Boulevard SE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-12T06:57:47Z,2,53705538,ivanmarcus,6946282,yes,,,way/171966460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-14T04:22:53Z,2,53759819,ivanmarcus,6946282,yes,Fluor Constructoras Canada Ltd,,way/177256261,Calgary,60,T2X 3Y2,AB,Sun Park Plaza SE,,,,,,,,,,,,,,,construction_company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-14T04:17:36Z,2,53759688,ivanmarcus,6946282,yes,Shoppers Drug Mart,,way/177256262,Calgary,40,T2X 3X7,AB,Sun Park Plaza SE,,,,,,,,,,,,,,,,chemist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-14T04:28:09Z,2,53759946,ivanmarcus,6946282,yes,Fluor Canada Ltd.,,way/177256408,Calgary,55,T2X 3R4,AB,Sun Park Plaza SE,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-14T04:20:40Z,2,53759763,ivanmarcus,6946282,yes,Renfrew Education Svc,,way/177256409,Calgary,75,T2X 3V4,AB,Sunpark Drive SE,,,,,,,,,,,,,,,educational_institution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-14T04:13:12Z,2,53759568,ivanmarcus,6946282,yes,"Jeffrey C. Dawes MD, FRCSC",,way/177256456,Calgary,47,T2X 3V4,AB,Sunpark Drive SE,,,,,,,,,,,,,,,,,plastic_surgery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-14T04:07:16Z,2,53759381,ivanmarcus,6946282,yes,Investors Group,,way/177256457,Calgary,51,T2X 3V4,AB,Sunpark Drive SE,,,,,,,,,,,,,,,financial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-14T04:05:43Z,2,53759336,ivanmarcus,6946282,yes,Eecol Electric,,way/177256458,Calgary,63,T2X 3V4,AB,Sunpark Drive SE,,,,,,,,,,,,,,,,,,electrician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-14T15:28:29Z,2,53774476,abDoug,3789884,yes,,,way/177854647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-15T22:04:58Z,6,53821371,HoneyHickory,6961915,yes,1 Street SW,,way/181548863,,,,,,,,,,,,,,,,,,,,,,,,Westbound,platform,station,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-11T17:08:23Z,3,53695567,abDoug,3789884,yes,,,way/206011336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-15T16:19:07Z,2,53808332,abDoug,3789884,yes,,,way/206558847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-16T22:16:45Z,6,53857267,Cbc96,7001311,yes,Sobeys,,way/211849264,,,,,Cranberry Road SE,,,,,,,,,,,,,,Mo-Su 07:00-23:00,,supermarket,,,,,,,(403) 257-9700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-11T17:02:47Z,2,53695441,abDoug,3789884,yes,,,way/211851664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-15T23:22:33Z,2,53823053,jaronswain,6955276,yes,,,way/213247709,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-16T22:02:43Z,5,53856915,HoneyHickory,6961915,yes,The Palace Theatre,,way/213930517,Calgary,219,T2P 1B7,Alberta,8 Avenue SW;Stephen Avenue,,,,,,google,,,music_venue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-16T03:25:00Z,4,53827480,abDoug,3789884,yes,,,way/216697984,,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-15T17:24:44Z,3,53810478,abDoug,3789884,yes,Bonavista Downs Community Hall,,way/218012222,,1418,,,Lake Ontario Road SE,,,,,,,,,community_centre,,,,,,,,,,,,,,+1 403-271-6116,Bonavista Downs Community Association,http://www.bonavistadowns.com/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-15T22:05:00Z,5,53821371,HoneyHickory,6961915,yes,Arts Commons,,way/218779998,Calgary,205,T2G 0K9,Alberta,8 Avenue SE,,,,,,,,,theatre,,,,,,,,,,,,,,,Calgary Centre for the Performing Arts,,EPCOR Centre for Performing Arts,en:Arts Commons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-18T00:35:32Z,2,53890154,GScheff,6955284,yes,Springbank Air Training College,,way/218959250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hangar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-11T20:27:31Z,4,53699660,ryanxaustin,6946709,yes,Shoppers Drug Mart,,way/222721413,Calgary,210,T3H 0N5,AB,Aspen Glen Landing SW,,,,,,,,,pharmacy,,,commerical,1,"Mo-Su,PH 08:00-24:00",,,,,,,,,,Shoppers Drug Mart,,,,,yes,no,2010s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-11T20:31:02Z,4,53699719,ryanxaustin,6946709,yes,TD Canada Trust,,way/222721420,Calgary,252,T3H 0N5,AB,Aspen Glen Landing SW,,,,,,,,,bank,,,commercial,1,"Mo-We 08:00-18:00, Th,Fr 08:00-20:00, Sa 08:00-16:00, Su 11:00-16:00",,,,,,,,,,TD Canada Trust,https://www.td.com/ca/en/personal-banking/branch-locator/?id=8088&src=local:b:can,,,,,yes,2010s,commercial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-11T21:49:05Z,4,53700843,ryanxaustin,6946709,yes,Scotiabank,,way/222721427,Calgary,372,T3H 0N5,AB,Aspen Glen Landing SW,,,,,,,,,bank,,,commercial,,"Mo-We 09:30-17:00, Th,Fr 09:30-18:00, Sa 09:30-16:00",,,,,,,,,,Scotiabank,http://www.scotiabank.com/gls/en/index.html#about,,,,,,2010s,,yes,commercial,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-11T21:49:03Z,3,53700843,ryanxaustin,6946709,yes,,,way/222721429,Calgary,318,T3H 0N5,AB,Aspen Glen Landing SW,,,,,,,,,,,,commercial,,,,mall,,,,,,,,,,,,,,,2010s,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-11T21:49:04Z,3,53700843,ryanxaustin,6946709,yes,,,way/222721430,Calgary,306,T3H 0N5,AB,Aspen Glen Landing SW,,,,,,,,,,,,commercial,,,,mall,,,,,,,,,,,,,,,2010s,,,commercial,1,"Around 6 businesses located within this mall , such as shopping and food related amenities.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-11T21:57:51Z,3,53700953,ryanxaustin,6946709,yes,,,way/222721431,Calgary,332,T3H 0N5,AB,Aspen Glen Landing SW,,,,,,,,,,,,commercial,1,,,,,,,,,,,,,,,,,,2010s,,,commercial,,Mall consisting of variety of businesses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-11T21:55:40Z,3,53700927,ryanxaustin,6946709,yes,,,way/222721433,Calgary,350,T3H 0N5,AB,Aspen Glen Landing SW,,,,,,,,,,,,commercial,2,,,,,,,,,,,,,,,,,,2010s,,,commercial,,"Mall consisting of a hair salon, BMO Bank, and restaurant. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-11T21:49:04Z,2,53700843,ryanxaustin,6946709,yes,,,way/222721434,Calgary,338,T3H 0N5,AB,Aspen Glen Landing SW,,,,,,,,,,,,commercial,1,,,,,,,,,,,,,,,,,,2010s,,,commerical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-11T21:49:04Z,2,53700843,ryanxaustin,6946709,yes,,,way/222721435,Calgary,366,T3H 0N5,AB,Aspen Glen Landing SW,,,,,,,,,,,,commercial,,,,mall,,,,,,,,,,,,,,,2010s,,,commercial,2,Mall consisting of a variety of businesses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-11T21:49:04Z,2,53700843,ryanxaustin,6946709,yes,,,way/222721436,Calgary,333,T3H 0N5,AB,Aspen Glen Landing SW,,,,,,,,,,,,commercial,,,,mall,,,,,,,,,,,,,,,2010s,,,commercial,3,"Mall with variety of business such as hot yoga, dentists and boutiques, etc.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-11T21:49:05Z,2,53700843,ryanxaustin,6946709,yes,,,way/222721437,Calgary,339,T3H 0N5,AB,Aspen Glen Landing SW,,,,,,,,,,,,commercial,,,,mall,,,,,,,,,,,,,,,2010s,,,commercial,,Mall consisting of a variety of different businesses.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-11T21:49:05Z,3,53700843,ryanxaustin,6946709,yes,Safeway,,way/222721438,Calgary,375,T3H 0N5,AB,Aspen Glen Landing SW,,,,,,,,,,,,commercial,,Mo-Su 08:00-23:00,,supermarket,,,,,,,,safeway,,,,,,,2010s,,,commercial,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-11T21:54:38Z,3,53700917,ryanxaustin,6946709,yes,,,way/222721443,Calgary,391,T3H 0N5,AB,Aspen Glen Landing SW,,,,,,,,,,,,commercial,1,,,,,,,,,,,,,,,,,,2010s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-17T01:55:37Z,2,53862069,Christian Larioza,6947072,yes,,,way/241042324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-14T02:22:17Z,3,53757029,cjnoronha,6961976,yes,Calgary Co-op Forest Lawn,,way/261469076,Calgary,3330,T2A 0P9,AB,17 Avenue SE,,,,,,,,,,,,,,08:00-22:00,,supermarket,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-14T05:42:33Z,4,53761124,ivanmarcus,6946282,yes,Save on Foods,,way/263263267,Calgary,155,T2X 0R2,AB,Walden Gates SE,,,,,,,,,,,,,,,,supermarket,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-14T05:29:35Z,2,53760931,ivanmarcus,6946282,yes,,,way/263387404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-14T05:07:40Z,2,53760588,ivanmarcus,6946282,yes,,,way/263387413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-14T05:15:14Z,2,53760711,ivanmarcus,6946282,yes,7-Eleven,,way/263387423,Calgary,151,T2X 0R2,AB,Walden Gate SE,,,,,,,,,,,,,,,,convenience,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-14T05:56:32Z,3,53761345,ivanmarcus,6946282,yes,Mac's,,way/263387424,Calgary,10,T2X 3R7,AB,Chaparral Drive SE,,,,,,,,,,,,,,,,convenience,,,,,,,,,,,,,,,,,,,,Convenience Store and Gas,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-14T05:55:42Z,2,53761333,ivanmarcus,6946282,yes,,,way/263387437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-14T05:24:33Z,2,53760853,ivanmarcus,6946282,yes,,,way/263387442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-14T22:27:16Z,2,53785441,pyram,497849,yes,,,way/264807933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-17T18:06:05Z,2,53882154,abDoug,3789884,yes,Word of Life Christian Church,,way/267414304,,,,,,,,,,,,,,place_of_worship,,christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-16T22:14:39Z,3,53857225,HoneyHickory,6961915,yes,Ashdown Hardware Building,,way/272171951,Calgary,110,T2P 1B3,Alberta,8 Avenue SW;Stephen Avenue,,,,,,local knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-10T23:52:23Z,5,53680548,abDoug,3789884,yes,Calgary Public Library - Forest Lawn,,way/277327075,Calgary,4807,T2A 4M1,,8 Avenue SE,,,,,,Calgary Public Library,,,library,,,,,,,,,,,,,,,Calgary Public Library,www.calgarypubliclibrary.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-15T03:26:53Z,2,53789778,abDoug,3789884,yes,,,way/280852197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-14T04:50:52Z,2,53760337,cjnoronha,6961976,yes,Quik Cash Pawn Shop,,way/289105732,Calgary,3520,,AB,17 Avenue SE,,,,,,,,,,,,,,9 AM - 9 PM Mo - Fri,,pawnbroker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-14T02:57:53Z,2,53757429,cjnoronha,6961976,yes,Paradise Lanes,,way/289105733,Calgary,3411,,AB,17 Avenue SE,bowling_alley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-16T21:19:20Z,3,53855707,HoneyHickory,6961915,yes,Ho Won,,way/292128916,Calgary,115,T2G0B2,Alberta,2 Avenue SE,,,,,,local knowledge;aerial imagery;streetlevel imagery,,,restaurant,,,,2,Mo-Su 10:00-22:00,,,,,,,,,,,,,,,,,,,,,,,,50,chinese,yes,no,no,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-16T21:24:00Z,2,53855847,HoneyHickory,6961915,yes,,,way/292128958,,,,,1 Street SE,,,,,,local knowledge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-16T21:36:25Z,3,53856219,HoneyHickory,6961915,yes,Great Taste Chinese,,way/292129058,Calgary,123,T2G0B2,Alberta,2 Avenue SE,,,,,,local knowledge,,,restaurant,,,,,24/7,,,,,,,,,,,,,,,,,,,,,,,,50,chinese,yes,no,no,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-16T21:21:54Z,3,53855780,HoneyHickory,6961915,yes,Calgary Chinese Pentecostal Church,,way/292129059,Calgary,127,T2G0B2,Alberta,2 Avenue SE,,,,,,local knowledge;aerial imagery,,,place_of_worship,pentecostal,christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-16T21:21:10Z,3,53855771,HoneyHickory,6961915,yes,Calgary Court,,way/292129060,Calgary,119,T2N 4Z4,Alberta,2 Avenue SE,,,,,,local knowledge;aerial imagery;streetlevel imagery,,,restaurant,,,,,Mo-Su 8:00-24:00,,,,,,,,,,,,,,,,,,,,,,,,50,chinese,yes,no,no,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-14T03:52:05Z,3,53758838,ivanmarcus,6946282,yes,,,way/317589234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-12T06:56:14Z,3,53705521,ivanmarcus,6946282,yes,,,way/317589235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-16T01:08:12Z,2,53825396,SzymonJuice,6947087,yes,,,way/330396333,Calgary,132,T2V3H6,Alberta,Hallbrook Drive SW,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-11-16T01:09:05Z,2,53825424,SzymonJuice,6947087,yes,,,way/330396335,,128,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
